,SMILES,Caco-2,CYP3A4,hERG,HOB,MN
705,Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
706,Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
707,Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(Cl)c3,1,1,0,0,1
708,Cc1cc(O)ccc1N2C=Nc3cc(O)cc(O)c3C2=O,1,1,0,0,1
709,COc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)cc3,1,1,0,0,1
710,Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)nc3,1,0,0,1,1
711,Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
712,Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=O,1,1,0,0,1
713,Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(Cl)c1,1,1,0,0,1
714,Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(F)c1,1,0,0,0,1
715,CC(C)C1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
716,CCCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
717,CCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
718,CCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
719,CC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
720,Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccccc3,1,0,0,1,1
721,Oc1cccc(c1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
722,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,1,0,0,1,1
723,CCCc1c(O)cc2N=CN(C(=O)c2c1O)c3ccc(O)cc3,1,1,0,0,1
724,Cc1c(O)cc(O)c2C(=O)N(C=Nc12)c3ccc(O)cc3,1,0,0,0,1
725,CC(=C)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,1,0,1,1
726,OCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,0,1
727,Oc1ccc(cc1)N2C=Nc3cc(O)cc(c4ccccc4)c3C2=O,1,0,0,1,1
728,COC(=O)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,1,0,1,1
729,CCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,0,1
730,Cc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,1,1
731,Nc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,1,1
732,Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3N=C2c4ccc(O)cc4,0,0,0,1,1
733,Oc1ccc(cc1)N2C(=O)Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
734,Oc1ccc(cc1)N2C(=S)Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
735,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,1,0,0,0,1
736,Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
737,CCc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,1,0,1,0,1
738,Cc1cc(O)cc2N=CN(C(=S)c12)c3ccc(O)cc3,1,0,0,0,1
739,Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
740,Oc1cc(O)c2C(=S)N(C=Nc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
741,Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
742,Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
743,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,1,1,1,0,0
744,CC(C)CC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
745,CCCC[C@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
746,CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
747,CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
748,Oc1ccc2C3=C(C#N)C(=O)CCC3(Cc2c1)c4ccccc4,0,1,0,0,0
749,Oc1ccc2C3=C(C(=O)CCC3(Cc2c1)c4ccccc4)c5occc5,0,1,0,1,0
750,Oc1ccc2C3=C(Br)C(=O)CCC3(Cc2c1)c4ccccc4,0,1,0,0,0
751,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)I,1,1,0,0,0
752,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Cl,1,1,0,0,0
753,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C(F)(F)F,1,1,0,0,0
754,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C#N,1,1,0,0,0
755,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4ccccc4,1,1,0,0,0
756,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4cccs4,1,1,0,0,0
757,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4occc4,1,1,1,0,0
758,CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,1,1,1,0,0
759,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CCC,1,1,0,0,0
760,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CC,1,1,0,0,0
761,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
762,CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
763,CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
764,CC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,1,1,0,0,0
765,CC1=C2c3ccc(O)cc3CC2(CCC1=O)c4ccccc4,0,1,0,0,0
766,CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
767,CC(C)C12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
768,CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
769,CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
770,CC1=C2c3ccc(O)cc3CC2(C)CCC1=O,1,1,0,0,0
771,CCCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,0,0
772,CCCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,0,0
773,CCCC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,1,0
774,CC12CCC(=O)C=C1c3ccc(O)cc3C2,1,1,0,1,0
775,CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,1,1,1
776,CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,1,1,0,1,1
777,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,0,0,1
778,CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,1,1,1
779,CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,1,1,0,0,1
780,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)CC,1,1,1,1,1
781,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Cl,1,1,0,0,1
782,CC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,0,1
783,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,0,1
784,CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)Br,1,1,0,1,1
785,BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,1,1,1,0,1
786,CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,1,1,0,0,1
787,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(=O)OC,1,1,0,1,1
788,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,1,1,0,0,1
789,CCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C,1,1,0,1,1
790,C[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,0,1,1
791,BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CCC5CC5)CCC1=O,1,1,1,0,1
792,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,0,0,1
793,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C(F)(F)F,1,1,1,1,1
794,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)c5ccccc5,1,1,0,0,1
795,CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C,1,1,0,1,1
796,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Cl,1,1,0,1,1
797,CCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)Br,0,1,0,1,1
798,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,0,1,0,1,1
799,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2=O)C(F)(F)F,1,1,1,1,1
800,CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Cl)c4c3C2)C,1,1,0,0,1
801,CCC12CCC(=O)C(=C1c3ccc4[nH]nc(Br)c4c3C2)C,1,1,0,0,1
802,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Cl,1,1,0,0,1
803,CCC12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)Br,0,1,0,0,1
804,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,1,1,0,0,1
805,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)CC,1,1,0,0,1
806,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,1,1,0,0,1
807,CCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
808,CC1=C2c3ccc(O)cc3C[C@@]24CC[C@H](C4)C1=O,1,1,0,0,0
809,CCC[C@@H]1C[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
810,CC1=C2c3ccc(O)cc3C[C@@]24CCC[C@H](C4)C1=O,1,1,0,0,0
811,CC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,0,0,0
812,CC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,0,0,0
813,CCC[C@@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
814,CCC[C@H]1CC[C@@H]2C[C@]13Cc4cc(O)ccc4C3=C(C)C2=O,1,1,1,0,0
815,CC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,1,1,0,0,0
816,CC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,1,1,0,0,0
817,CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,1,1,0,0,0
818,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5F)CCC1=O,1,1,0,1,1
819,O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1c6ccc(OCCN7CCCCC7)cc6,0,1,1,1,1
820,Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
821,Oc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,0,1,0,0,0
822,CCCCC1=C2c3ccc(O)cc3CC2(Cc4ccccc4)CCC1=O,1,1,1,0,0
823,Oc1ccc2C3=C(C(=O)CCC3(Cc4ccccc4)Cc2c1)c5ccc(OCCN6CCOCC6)cc5,0,1,1,0,1
824,CN(C)CCOc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,0,1,1,1,0
825,Oc1ccc2C3=C(C(=O)CCC3(Cc4ccc(Cl)cc4)Cc2c1)c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
826,O=C1CCC2(Cc3ccccc3)Cc4c(ccc5[nH]ncc45)C2=C1,1,1,0,1,1
827,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccccc5)CCC1=O,1,1,0,1,1
828,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5cccc(F)c5)CCC1=O,1,1,0,1,1
829,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc(F)cc5)CCC1=O,1,1,0,1,1
830,CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccccc5)CCC1=O,1,1,0,1,1
831,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc5ccc6ccccc6c5)CCC1=O,0,1,1,1,1
832,CC1=C2c3ccc4[nH]nnc4c3CC2(Cc5ccc(F)cc5)CCC1=O,1,1,0,1,1
833,CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
834,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5cccs5,1,1,1,0,1
835,CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5occc5,1,1,1,0,1
836,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,1,1,0,1,1
837,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
838,CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CCC,1,1,0,1,1
839,CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
840,CCCC[C@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
841,CCCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
842,CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,1,1
843,CCCC1=C2c3ccc4[nH]nnc4c3CC2(CCC)CCC1=O,1,1,0,1,1
844,CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)CC,1,1,0,1,1
845,CCCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
846,CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C(F)(F)F,0,1,0,1,1
847,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)Br,1,1,0,0,1
848,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)c5ccc(O)cc5,0,1,0,0,1
849,CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,0,1
850,CCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,1,1
851,CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,1,1,0,1,1
852,CCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,1,1,0,1,1
853,CCC12CCC(=O)C(=C1c3ccc4[nH]nnc4c3C2)C,1,1,0,1,1
854,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)c(Cc4ccccc4)c3O2,0,1,0,0,1
855,CC(C)(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
856,CC(C)Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,0,0,0,1
857,CC(C)CCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
858,CCCCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,1,0,0
859,CCCCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,1,0,0
860,CCCCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,0,1,0,0,0
861,CCCCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,1,0,0
862,CCCc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,1,0,0,0
863,Cc1c(O)cc(O)c2C(=O)C[C@H](Oc12)c3ccc(O)cc3,1,0,0,0,1
864,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,1,0,0,0,1
865,CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,1,1,0,0,1
866,CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,0,1,1,0,1
867,Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,0,1,1,0,1
868,Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,0,1,0,0,1
869,Oc1ccc(c(O)c1)c2n[nH]c3cc(O)ccc23,0,0,0,0,1
870,CC(C)n1nc(c2ccc(O)cc2C)c3cccc(c13)C(F)(F)F,1,1,1,0,1
871,Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,1,1,1,0,1
872,Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,1,1,0,0,1
873,Oc1ccc(cc1)c2nn(C3CCCC3)c4c(F)cccc24,1,1,0,0,1
874,Oc1ccc(cc1)c2nn(C3CCCC3)c4c(Cl)cccc24,1,1,0,0,1
875,Oc1ccc(cc1)c2nn(C3CCCCC3)c4c(Cl)cccc24,1,1,1,0,1
876,CCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
877,CC(C)n1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,1,1,0,0,1
878,CCCn1nc(c2ccc(O)cc2)c3cccc(C)c13,1,1,1,0,1
879,CCCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
880,OCCn1nc(c2ccc(O)cc2)c3cccc(Cl)c13,1,1,0,0,1
881,OCCn1nc(c2ccc(O)cc2)c3cccc(c13)C(F)(F)F,1,1,0,0,1
882,Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(cccc24)C(F)(F)F,1,1,1,0,1
883,Oc1ccc(cc1)c2nn(Cc3ccccc3)c4c(Cl)cccc24,1,1,0,0,1
884,Oc1ccc(c(O)c1)c2nn(c3cc(F)ccc3F)c4cc(O)ccc24,1,1,0,0,1
885,Oc1ccc(c(O)c1)c2nn(c3cc(Cl)ccc3Cl)c4cc(O)ccc24,1,1,0,0,1
886,Oc1ccc(c(O)c1)c2nn(c3cccc(Cl)c3)c4cc(O)ccc24,1,1,0,0,1
887,Oc1ccc(c(O)c1)c2nn(c3cccc(F)c3)c4cc(O)ccc24,1,1,0,0,1
888,Cc1ccc(cc1)n2nc(c3ccc(O)cc3O)c4ccc(O)cc24,1,1,0,0,1
889,Oc1ccc(c(O)c1)c2nn(C3CCCCC3)c4cc(O)ccc24,0,1,0,0,1
890,CCCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,1,0,0,1
891,CCCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
892,Oc1ccc(c(O)c1)c2nn(CC(F)(F)F)c3cc(O)ccc23,1,1,0,0,1
893,CCn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
894,Cn1nc(c2ccc(O)cc2O)c3ccc(O)cc13,1,0,0,0,1
895,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NCCCl)cc5,0,1,1,0,1
896,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(NC(=O)CCl)cc5,0,1,1,0,1
897,Nc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
898,CS(=O)(=O)c1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
899,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccccc5,0,1,1,0,0
900,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Br)cc5,0,1,1,0,1
901,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(F)cc5,0,1,1,0,1
902,Oc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
903,COc1ccc(cc1)c2sc3cc(O)ccc3c2Oc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,0
904,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,0,1,1,0,0
905,Oc1ccc(cc1)N2C(=O)c3cc(O)cc(Br)c3C2=O,1,0,0,1,1
906,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1,1,0,0,1,1
907,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
908,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],1,0,0,1,1
909,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)c4ccccc34,1,1,0,1,1
910,Oc1ccc2C(=O)N(C(=O)c2c1)c3cccc4c(O)cccc34,1,1,0,1,1
911,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(OC)c1,1,1,0,1,1
912,COc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,1,1,0,0,1
913,Oc1ccc2C(=O)N(C(=O)c2c1)c3ccccc3,0,0,0,1,1
914,Oc1cccc(c1)N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
915,Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O,1,0,0,1,1
916,O\N=C\c1ccc(c2ccc(O)cc2)c3ccccc13,1,0,0,0,1
917,O\N=C\c1c(Cl)cc(cc1Cl)c2ccc(O)c(F)c2,1,0,0,1,1
918,Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)c(F)c3,1,1,0,1,1
919,Cc1c(\C=N\O)c2ccccc2n1c3ccc(O)cc3,1,1,0,1,1
920,O\N=C\c1cn(c2ccc(O)cc2)c3ccccc13,1,0,0,1,1
921,O\N=C\c1ccc(c2ccc(O)cc2)c3occc13,1,0,0,0,1
922,O\N=C\c1ccc(c2ccc(O)cc2)c3ccoc13,0,0,0,0,1
923,O\N=C\c1ccc(c2ccc(O)cc2)c3sccc13,1,0,0,0,1
924,O\N=C\c1ccc(c2ccc(O)cc2)c3ccsc13,1,0,0,0,1
925,O\N=C\c1ccc(c2ccc(O)c(F)c2)c3ccccc13,1,0,0,1,1
926,CS(=O)(=O)N1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,1,1,0,1
927,Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,1,0,1,0,1
928,CCCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
929,CCN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
930,CN1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
931,COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C#N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,0,1,1,0,1
932,COc1cc(ccc1O)C2Nc3ccccc3C(=O)N2Cc4ccccc4,1,1,1,1,1
933,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccc(C)cc4)cc3,0,1,1,0,1
934,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c3ccc(OCc4ccccc4F)cc3,0,1,1,0,1
935,OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,0,0,0,1,0
936,CC(CCc1ccccc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
937,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
938,C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
939,CC(CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,0,1,1,0,1
940,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
941,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
942,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccc(OCCN4CCCCC4)cc23)c5ccccc5,0,1,1,0,1
943,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cccc(OCCN4CCCCC4)c23)c5ccccc5,0,1,1,0,1
944,C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CCCCC7)cc6,0,1,1,0,1
945,C[C@H](NC(=O)Cc1c([nH]c2ccccc12)c3ccccc3)c4c(C)c5cc(O)ccc5n4Cc6ccc(OCCN7CC[C@H](C)C7)cc6,0,1,1,0,1
946,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
947,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
948,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(C(=O)c4ccc(OCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
949,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c6ccccc26,0,1,1,0,1
950,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
951,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
952,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
953,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3c(OCCN4CCCCC4)cccc23)c5ccccc5,0,1,1,0,1
